symbol,timeframe,asset_class,n_models,n_bars,n_folds,folds_positive,fold_dates,label_down,label_neutral,label_up,n_trades,win_rate,net_return,ann_return,ann_std,sharpe,calmar,max_drawdown,status,elapsed_s
COMP/USD,1d,crypto,9,962,3,0,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,27,899,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,59.8
SNX/USD,30m,crypto,9,8036,3,1,2025-08-10→2025-08-26 | 2025-08-26→2025-09-14 | 2025-09-14→2025-09-30,3390,1244,3402,8,0.273,0.0036,0.6581,1.5189,-1.357,16.801,-0.0387,TOO_FEW_TRADES,432.4
SNX/USD,1h,crypto,9,9100,3,2,2025-09-15→2025-10-19 | 2025-10-20→2025-11-23 | 2025-11-23→2025-12-27,3334,3204,2562,17,0.4559,0.0182,0.3288,0.5476,1.858,11.914,-0.0507,* GOOD,498.6
SNX/USD,4h,crypto,9,4569,3,0,2025-06-06→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-21→2025-12-28,893,2903,773,13,0.2111,-0.0373,-0.1765,0.1143,-1.52,-2.308,-0.0713,- LOSS,250.3
SNX/USD,12h,crypto,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,102,1064,95,1,0.0,-0.0082,-0.0493,0.0697,-0.437,-1.429,-0.0115,TOO_FEW_TRADES,83.6
SNX/USD,1d,crypto,9,962,3,1,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,43,872,47,0,0.3333,0.002,0.0092,0.0399,0.282,12.968,-0.0056,TOO_FEW_TRADES,52.4
CRV/USD,30m,crypto,9,9103,3,0,2025-08-07→2025-08-25 | 2025-08-25→2025-09-11 | 2025-09-11→2025-09-28,3618,1853,3632,8,0.3119,-0.0128,-0.2065,0.2229,-2.17,-4.236,-0.037,TOO_FEW_TRADES,385.1
CRV/USD,1h,crypto,9,9271,3,1,2025-09-13→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,2982,3471,2818,12,0.3274,-0.0258,-0.1488,0.4113,-1.683,1.291,-0.0621,TOO_FEW_TRADES,387.8
CRV/USD,4h,crypto,9,4570,3,2,2025-06-05→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-20→2025-12-28,746,3041,783,14,0.3808,0.0044,0.0389,0.1897,0.062,2.136,-0.0428,+ MARGINAL,195.3
CRV/USD,12h,crypto,9,1261,3,2,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,85,1056,120,1,0.3333,0.0039,0.0256,0.0181,0.476,2.479,-0.0073,TOO_FEW_TRADES,67.1
CRV/USD,1d,crypto,9,962,3,0,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,44,860,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,44.6
GRT/USD,30m,crypto,9,9041,3,2,2025-08-08→2025-08-25 | 2025-08-25→2025-09-11 | 2025-09-11→2025-09-28,3672,1689,3680,5,0.3333,-0.0077,-0.1162,0.2432,-1.385,-3.323,-0.0264,TOO_FEW_TRADES,372.2
GRT/USD,1h,crypto,9,9266,3,0,2025-09-13→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,3128,3565,2573,12,0.2556,-0.0405,-0.3313,0.1653,-3.088,-4.828,-0.0655,TOO_FEW_TRADES,405.4
GRT/USD,4h,crypto,9,4570,3,1,2025-06-05→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-20→2025-12-28,770,3088,712,8,0.1732,-0.0351,-0.1623,0.1538,-2.075,-1.955,-0.054,- LOSS,246.5
GRT/USD,12h,crypto,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,86,1093,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,82.3
GRT/USD,1d,crypto,9,962,3,1,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,33,881,48,0,0.3333,0.0005,0.0021,0.0029,0.691,2053296.467,0.0,TOO_FEW_TRADES,59.0
INJ/USD,30m,crypto,9,9148,3,1,2025-08-08→2025-08-25 | 2025-08-25→2025-09-11 | 2025-09-11→2025-09-28,3676,1707,3765,5,0.4286,0.0044,0.1584,0.4103,0.486,8.135,-0.0258,TOO_FEW_TRADES,484.5
INJ/USD,1h,crypto,9,9272,3,2,2025-09-13→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,3252,3285,2735,12,0.4028,0.0145,0.2288,0.4387,1.116,9.343,-0.0432,TOO_FEW_TRADES,410.4
INJ/USD,4h,crypto,9,4570,3,0,2025-06-05→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-20→2025-12-28,853,2917,800,12,0.1778,-0.051,-0.2407,0.0677,-2.699,-3.364,-0.0703,- LOSS,189.6
INJ/USD,12h,crypto,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,100,1063,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,65.6
INJ/USD,1d,crypto,9,962,3,0,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,34,871,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,44.0
ARB/USD,30m,crypto,9,9005,3,1,2025-08-09→2025-08-25 | 2025-08-25→2025-09-11 | 2025-09-11→2025-09-28,3598,1676,3731,8,0.4815,-0.0009,-0.0073,0.1567,-0.086,0.811,-0.0312,TOO_FEW_TRADES,361.4
ARB/USD,1h,crypto,9,9257,3,1,2025-09-13→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,3087,3517,2653,12,0.3444,-0.0102,-0.0378,0.3703,-0.928,0.764,-0.0488,TOO_FEW_TRADES,378.0
ARB/USD,4h,crypto,9,4571,3,0,2025-06-06→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-21→2025-12-28,763,3155,653,9,0.2175,-0.0347,-0.1686,0.0772,-2.016,-3.391,-0.0479,- LOSS,187.9
ARB/USD,12h,crypto,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,87,1088,86,0,0.0,-0.0055,-0.0337,0.0477,-0.703,-1.38,-0.0082,TOO_FEW_TRADES,65.1
ARB/USD,1d,crypto,9,881,3,1,2025-04-23→2025-07-10 | 2025-07-11→2025-09-27 | 2025-09-28→2025-12-15,37,802,42,0,0.3333,0.0047,0.0224,0.0317,0.536,2.408,-0.0031,TOO_FEW_TRADES,40.6
OP/USD,30m,crypto,9,8863,3,2,2025-08-10→2025-08-26 | 2025-08-26→2025-09-12 | 2025-09-12→2025-09-29,3638,1484,3741,7,0.5258,0.0137,0.5588,0.7076,2.402,22.53,-0.032,TOO_FEW_TRADES,404.5
OP/USD,1h,crypto,9,9226,3,1,2025-09-14→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,3160,3362,2704,10,0.3394,-0.0113,-0.0525,0.3729,-0.696,2.087,-0.0544,TOO_FEW_TRADES,495.8
OP/USD,4h,crypto,9,4571,3,1,2025-06-06→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-21→2025-12-28,834,3020,717,12,0.3871,0.0034,0.0408,0.2419,-0.132,0.906,-0.05,+ MARGINAL,191.5
OP/USD,12h,crypto,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,100,1069,92,0,0.0,-0.0027,-0.0173,0.0245,-1.209,-2.106,-0.0027,TOO_FEW_TRADES,65.9
OP/USD,1d,crypto,9,691,3,0,2025-07-01→2025-08-31 | 2025-09-01→2025-11-01 | 2025-11-02→2026-01-02,34,626,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,34.8
RUNE/USD,30m,crypto,9,7895,3,2,2025-07-30→2025-08-15 | 2025-08-15→2025-09-01 | 2025-09-01→2025-09-18,3216,1456,3223,4,0.4167,0.0028,0.3467,0.7918,0.813,35.663,-0.0252,TOO_FEW_TRADES,324.2
RUNE/USD,1h,crypto,9,8763,3,0,2025-09-02→2025-10-05 | 2025-10-05→2025-11-08 | 2025-11-08→2025-12-13,2894,3469,2400,14,0.1467,-0.0683,-0.5362,0.0964,-5.892,-6.874,-0.0785,TOO_FEW_TRADES,366.5
RUNE/USD,4h,crypto,9,4571,3,0,2025-06-06→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-21→2025-12-28,779,3047,745,10,0.2613,-0.0248,-0.1206,0.0983,-1.768,-2.614,-0.0383,- LOSS,193.5
RUNE/USD,12h,crypto,9,1261,3,1,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,84,1079,98,1,0.3333,-0.0007,-0.0019,0.0803,-0.712,1.421,-0.0085,TOO_FEW_TRADES,67.5
RUNE/USD,1d,crypto,9,962,3,0,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,39,869,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,45.5
FIL/USD,30m,crypto,9,8951,3,1,2025-08-08→2025-08-25 | 2025-08-25→2025-09-11 | 2025-09-11→2025-09-28,3407,1940,3604,6,0.381,-0.0078,0.1695,0.9627,-1.852,28.258,-0.031,TOO_FEW_TRADES,367.7
FIL/USD,1h,crypto,9,9261,3,1,2025-09-13→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,2949,3743,2569,10,0.3303,-0.0234,-0.1596,0.3155,-2.369,-1.418,-0.0516,TOO_FEW_TRADES,392.9
FIL/USD,4h,crypto,9,4571,3,1,2025-06-06→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-21→2025-12-28,704,3232,635,12,0.2768,-0.0284,-0.1345,0.1325,-0.766,-1.259,-0.057,- LOSS,192.0
FIL/USD,12h,crypto,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,70,1133,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,67.8
FIL/USD,1d,crypto,9,962,3,0,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,33,891,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,46.9
XMR/USD,30m,crypto,9,9157,3,2,2025-08-08→2025-08-25 | 2025-08-25→2025-09-11 | 2025-09-11→2025-09-28,2796,3097,3264,6,0.5132,0.0051,0.1202,0.1114,0.997,5.503,-0.0235,TOO_FEW_TRADES,379.8
XMR/USD,1h,crypto,9,9271,3,1,2025-09-13→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,1772,5262,2237,11,0.4061,-0.0015,0.0285,0.3338,-0.058,7.553,-0.045,TOO_FEW_TRADES,389.5
XMR/USD,4h,crypto,9,4571,3,2,2025-06-06→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-21→2025-12-28,374,3804,393,5,0.325,-0.0025,-0.0098,0.0877,-0.786,-0.321,-0.029,TOO_FEW_TRADES,200.1
XMR/USD,12h,crypto,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,30,1199,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,68.7
XMR/USD,1d,crypto,9,962,3,0,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,13,932,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,80.2
ZEC/USD,30m,crypto,9,8802,3,1,2025-08-09→2025-08-26 | 2025-08-26→2025-09-12 | 2025-09-12→2025-09-29,3503,1644,3655,7,0.2762,-0.0142,-0.214,0.3194,-2.2,-4.146,-0.0403,TOO_FEW_TRADES,365.3
ZEC/USD,1h,crypto,9,9247,3,1,2025-09-14→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,2843,3217,3187,16,0.3241,-0.0106,-0.0982,0.1238,-0.843,-1.812,-0.0694,- LOSS,389.9
ZEC/USD,4h,crypto,9,4571,3,1,2025-06-06→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-21→2025-12-28,743,2976,852,12,0.2351,-0.0268,-0.1249,0.1502,-1.079,-2.019,-0.0466,- LOSS,221.5
ZEC/USD,12h,crypto,9,1261,3,1,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,83,1040,138,1,0.1667,-0.0007,-0.0037,0.0337,-0.88,-1.637,-0.0078,TOO_FEW_TRADES,67.0
ZEC/USD,1d,crypto,9,962,3,0,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,32,865,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,44.1
DASH/USD,30m,crypto,9,7312,3,2,2025-08-13→2025-08-29 | 2025-08-29→2025-09-15 | 2025-09-15→2026-02-20,2866,1462,2984,4,0.5926,-0.0076,0.0128,0.5244,1.673,17.165,-0.0616,TOO_FEW_TRADES,303.8
DASH/USD,1h,crypto,9,8914,3,2,2025-09-18→2025-10-22 | 2025-10-22→2025-11-25 | 2025-11-25→2025-12-28,2867,3513,2534,15,0.3665,-0.0104,-0.0348,0.3589,-0.304,1.195,-0.0598,- LOSS,379.6
DASH/USD,4h,crypto,9,4568,3,0,2025-06-06→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-21→2025-12-28,680,3292,596,11,0.2222,-0.0333,-0.1649,0.0283,-1.346,-2.863,-0.0724,- LOSS,196.8
DASH/USD,12h,crypto,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,78,1109,74,0,0.0,-0.0028,-0.0174,0.0246,-0.294,-0.876,-0.0066,TOO_FEW_TRADES,74.5
DASH/USD,1d,crypto,9,962,3,2,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,34,893,35,0,0.6667,0.0059,0.0254,0.0265,1.006,4718119.552,-0.0047,TOO_FEW_TRADES,52.2
EUR/USD,30m,forex,9,9157,3,2,2025-08-08→2025-08-25 | 2025-08-25→2025-09-11 | 2025-09-11→2025-09-28,265,8501,391,0,0.6667,0.0007,0.0148,0.0104,1.07,5.85,-0.0018,TOO_FEW_TRADES,386.3
EUR/USD,1h,forex,9,9272,3,0,2025-09-13→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,0,9235,37,0,0.0,-0.0004,-0.0037,0.0052,-0.401,-1.121,-0.0011,TOO_FEW_TRADES,1149.6
EUR/USD,4h,forex,9,4571,3,0,2025-06-06→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-21→2025-12-28,0,4571,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,781.4
EUR/USD,12h,forex,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,0,1261,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,229.9
EUR/USD,1d,forex,9,962,3,0,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,0,962,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,165.9
GBP/USD,30m,forex,9,9157,3,2,2025-08-08→2025-08-25 | 2025-08-25→2025-09-11 | 2025-09-11→2025-09-28,199,8690,268,0,0.6667,0.0017,0.0382,0.03,3.612,27.069,-0.001,TOO_FEW_TRADES,385.1
GBP/USD,1h,forex,9,9272,3,0,2025-09-13→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,1,9269,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,1388.9
GBP/USD,4h,forex,9,4572,3,0,2025-06-05→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-20→2025-12-28,0,4572,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,895.6
GBP/USD,12h,forex,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,0,1261,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,233.9
GBP/USD,1d,forex,9,962,3,0,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,0,962,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,169.5
AUD/USD,30m,forex,9,9145,3,0,2025-08-08→2025-08-25 | 2025-08-25→2025-09-11 | 2025-09-11→2025-09-28,238,8436,471,0,0.0,-0.0028,-0.0548,0.0753,-1.446,-5.619,-0.0054,TOO_FEW_TRADES,388.5
AUD/USD,1h,forex,9,9271,3,0,2025-09-13→2025-10-18 | 2025-10-18→2025-11-22 | 2025-11-22→2025-12-27,41,9178,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,556.3
AUD/USD,4h,forex,9,4571,3,0,2025-06-06→2025-08-13 | 2025-08-13→2025-10-20 | 2025-10-21→2025-12-28,5,4565,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,645.0
AUD/USD,12h,forex,9,1261,3,0,2025-05-18→2025-07-13 | 2025-07-14→2025-09-08 | 2025-09-08→2025-11-03,1,1260,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,190.3
AUD/USD,1d,forex,9,962,3,0,2025-03-25→2025-06-18 | 2025-06-19→2025-09-12 | 2025-09-13→2025-12-07,0,962,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,172.2
